"Document","Motif","Probability","Overlap Score","Precursor Mass","Retention Time","Document Annotation"
"document_1163","motif_339","0.112","0.215","392.3120","None","None"
"document_1163","motif_137","0.112","0.738","392.3120","None","None"
"document_1164","motif_115","0.506","0.242","512.2164","None","None"
"document_1164","motif_337","0.437","0.821","512.2164","None","None"
"document_1164","motif_200","0.055","0.236","512.2164","None","None"
"document_1165","motif_71","0.983","0.852","576.3197","None","None"
"document_1166","motif_118","0.414","0.243","313.2718","None","None"
"document_1166","motif_220","0.341","0.772","313.2718","None","None"
"document_1166","motif_302","0.060","0.235","313.2718","None","None"
"document_1167","motif_270","0.952","0.060","268.2369","None","None"
"document_1168","motif_84","0.464","0.598","431.4187","None","None"
"document_1168","motif_285","0.186","0.329","431.4187","None","None"
"document_1168","motif_109","0.097","0.167","431.4187","None","None"
"document_1168","motif_137","0.076","0.744","431.4187","None","None"
"document_1168","motif_64","0.070","0.250","431.4187","None","None"
"document_1169","motif_71","0.513","0.827","1180.7082","None","None"
"document_1169","motif_202","0.414","0.871","1180.7082","None","None"
"document_1169","motif_329","0.051","0.092","1180.7082","None","None"
"document_117","motif_255","0.531","0.438","526.4284","None","None"
"document_117","motif_202","0.312","0.549","526.4284","None","None"
"document_117","motif_230","0.065","0.734","526.4284","None","None"
"document_1170","motif_255","0.424","0.363","556.4391","None","None"
"document_1170","motif_202","0.392","0.649","556.4391","None","None"
"document_1170","motif_230","0.120","0.765","556.4391","None","None"
"document_1171","motif_128","0.938","0.254","484.2824","None","None"
"document_1172","motif_342","0.559","0.016","513.2300","None","None"
"document_1172","motif_36","0.080","0.035","513.2300","None","None"
"document_1173","motif_234","0.602","0.337","560.4495","None","None"
"document_1173","motif_187","0.121","0.435","560.4495","None","None"
"document_1173","motif_285","0.104","0.308","560.4495","None","None"
"document_1173","motif_322","0.075","0.792","560.4495","None","None"
"document_1174","motif_220","0.368","0.793","432.3300","None","None"
"document_1174","motif_302","0.250","0.268","432.3300","None","None"
"document_1174","motif_169","0.235","0.314","432.3300","None","None"
"document_1175","motif_364","1.000","0.470","328.8311","None","None"
"document_1176","motif_63","0.817","0.038","321.1581","None","None"
"document_1176","motif_259","0.077","0.414","321.1581","None","None"
"document_1176","motif_343","0.061","0.039","321.1581","None","None"
"document_1177","motif_337","0.999","0.786","381.2070","None","None"
"document_1178","motif_195","0.619","0.045","510.4131","None","None"
"document_1178","motif_285","0.269","0.409","510.4131","None","None"
"document_1178","motif_192","0.070","0.331","510.4131","None","None"
"document_1179","motif_106","0.697","0.080","264.1216","None","None"
"document_1179","motif_96","0.135","0.626","264.1216","None","None"
"document_1179","motif_259","0.089","0.453","264.1216","None","None"
"document_118","motif_129","0.616","0.482","537.1468","None","None"
"document_118","motif_26","0.315","0.598","537.1468","None","None"
"document_1180","motif_398","0.963","0.064","172.1689","None","None"
"document_1181","motif_235","0.361","0.023","349.2187","None","None"
"document_1181","motif_71","0.307","0.828","349.2187","None","None"
"document_1181","motif_202","0.220","0.890","349.2187","None","None"
"document_1181","motif_383","0.093","0.094","349.2187","None","None"
"document_1182","motif_84","0.489","0.691","447.3956","None","None"
"document_1182","motif_347","0.321","0.049","447.3956","None","None"
"document_1182","motif_220","0.070","0.325","447.3956","None","None"
"document_1183","motif_202","0.521","0.949","440.3561","None","None"
"document_1183","motif_230","0.278","0.828","440.3561","None","None"
"document_1183","motif_47","0.075","0.931","440.3561","None","None"
"document_1183","motif_170","0.061","0.432","440.3561","None","None"
"document_1184","motif_30","0.621","0.097","286.2725","None","None"
"document_1184","motif_371","0.351","0.912","286.2725","None","None"
"document_1185","motif_71","0.986","0.866","532.2933","None","None"
"document_1186","motif_190","0.789","0.044","376.3170","None","None"
"document_1186","motif_390","0.124","0.096","376.3170","None","None"
"document_1186","motif_126","0.087","0.552","376.3170","None","None"
"document_1187","motif_348","0.963","0.100","455.1305","None","None"
"document_1188","motif_182","0.790","0.098","353.1399","None","None"
"document_1188","motif_282","0.072","0.072","353.1399","None","None"
"document_1189","motif_201","0.575","0.183","251.1266","None","None"
"document_1189","motif_338","0.095","0.460","251.1266","None","None"
"document_1189","motif_110","0.087","0.725","251.1266","None","None"
"document_1189","motif_330","0.060","0.184","251.1266","None","None"
"document_1189","motif_152","0.059","0.560","251.1266","None","None"
"document_119","motif_360","0.938","0.200","223.0626","None","None"
"document_1190","motif_105","0.273","0.226","265.1420","None","None"
"document_1190","motif_171","0.220","0.165","265.1420","None","None"
"document_1190","motif_96","0.168","0.686","265.1420","None","None"
"document_1190","motif_157","0.159","0.659","265.1420","None","None"
"document_1190","motif_54","0.151","0.266","265.1420","None","None"
"document_1191","motif_10","0.871","0.753","624.6013","None","None"
"document_1191","motif_64","0.121","0.241","624.6013","None","None"
"document_1192","motif_106","0.692","0.109","372.3092","None","None"
"document_1192","motif_220","0.062","0.485","372.3092","None","None"
"document_1192","motif_26","0.056","0.272","372.3092","None","None"
"document_1192","motif_322","0.052","0.790","372.3092","None","None"
"document_1193","motif_45","0.519","0.158","391.2361","None","None"
"document_1193","motif_96","0.457","0.623","391.2361","None","None"
"document_1194","motif_305","0.706","0.018","457.1285","None","None"
"document_1194","motif_388","0.128","0.068","457.1285","None","None"
"document_1194","motif_124","0.099","0.047","457.1285","None","None"
"document_1195","motif_322","0.890","0.880","198.1268","None","None"
"document_1195","motif_283","0.081","0.111","198.1268","None","None"
"document_1196","motif_136","0.772","0.286","278.1098","None","None"
"document_1196","motif_78","0.112","0.071","278.1098","None","None"
"document_1197","motif_237","0.685","0.878","344.2781","None","None"
"document_1197","motif_322","0.057","0.789","344.2781","None","None"
"document_1197","motif_110","0.051","0.434","344.2781","None","None"
"document_1198","motif_114","0.887","0.223","287.2136","None","None"
"document_1198","motif_193","0.097","0.251","287.2136","None","None"
"document_1199","motif_26","0.863","0.857","626.2127","None","None"
"document_1199","motif_119","0.130","0.461","626.2127","None","None"
"document_12","motif_1","1.000","0.207","566.8863","None","None"
"document_120","motif_79","0.596","0.118","180.9890","None","None"
"document_120","motif_145","0.224","0.211","180.9890","None","None"
"document_120","motif_38","0.104","0.451","180.9890","None","None"
"document_120","motif_243","0.056","0.181","180.9890","None","None"
"document_1200","motif_152","0.923","0.025","326.3401","None","None"
"document_1200","motif_317","0.077","0.107","326.3401","None","None"
"document_1201","motif_71","0.549","0.827","1136.6822","None","None"
"document_1201","motif_202","0.322","0.800","1136.6822","None","None"
"document_1201","motif_329","0.089","0.171","1136.6822","None","None"
"document_1202","motif_33","0.912","0.185","589.0746","None","None"
"document_1202","motif_96","0.052","0.623","589.0746","None","None"
"document_1203","motif_308","0.498","0.418","257.1160","None","None"
"document_1203","motif_330","0.419","0.042","257.1160","None","None"
"document_1204","motif_19","0.523","0.095","283.1676","None","None"
"document_1204","motif_112","0.142","0.217","283.1676","None","None"
"document_1204","motif_346","0.082","0.871","283.1676","None","None"
"document_1205","motif_181","0.907","0.198","224.0911","None","None"
"document_1205","motif_144","0.055","0.318","224.0911","None","None"
"document_1206","motif_23","0.539","0.213","251.1994","None","None"
"document_1206","motif_137","0.126","0.806","251.1994","None","None"
"document_1206","motif_110","0.095","0.620","251.1994","None","None"
"document_1206","motif_166","0.088","0.382","251.1994","None","None"
"document_1207","motif_336","0.701","0.720","342.2261","None","None"
"document_1207","motif_342","0.153","0.272","342.2261","None","None"
"document_1207","motif_33","0.063","0.427","342.2261","None","None"
"document_1208","motif_216","0.999","0.049","399.1771","None","None"
"document_1209","motif_125","0.932","0.243","236.0910","None","None"
"document_121","motif_223","0.358","0.602","226.1792","None","None"
"document_121","motif_88","0.191","0.485","226.1792","None","None"
"document_121","motif_59","0.086","0.462","226.1792","None","None"
"document_121","motif_342","0.072","0.348","226.1792","None","None"
"document_121","motif_110","0.057","0.583","226.1792","None","None"
"document_1210","motif_268","0.950","0.057","244.2623","None","None"
"document_1211","motif_199","0.643","0.290","596.5232","None","None"
"document_1211","motif_143","0.097","0.132","596.5232","None","None"
"document_1211","motif_137","0.083","0.902","596.5232","None","None"
"document_1211","motif_230","0.053","0.691","596.5232","None","None"
"document_1211","motif_141","0.051","0.221","596.5232","None","None"
"document_1212","motif_71","0.631","0.865","342.1747","None","None"
"document_1212","motif_198","0.236","0.777","342.1747","None","None"
"document_1212","motif_169","0.053","0.318","342.1747","None","None"
"document_1213","motif_372","0.668","0.391","397.2929","None","None"
"document_1213","motif_202","0.173","0.935","397.2929","None","None"
"document_1213","motif_186","0.084","0.711","397.2929","None","None"
"document_1214","motif_360","1.000","0.347","434.1673","None","None"
"document_1215","motif_128","0.954","0.294","374.2097","None","None"
"document_1216","motif_176","0.999","0.065","685.4324","None","None"
"document_1217","motif_65","0.965","0.454","499.2823","None","None"
"document_1218","motif_45","0.877","0.024","363.2910","None","None"
"document_1218","motif_180","0.122","0.357","363.2910","None","None"
"document_1219","motif_202","0.606","0.944","415.2520","None","None"
"document_1219","motif_78","0.335","0.016","415.2520","None","None"
"document_122","motif_17","0.522","0.122","355.0683","None","None"
"document_122","motif_220","0.214","0.816","355.0683","None","None"
"document_122","motif_26","0.177","0.483","355.0683","None","None"
"document_1220","motif_246","0.289","0.652","336.3244","None","None"
"document_1220","motif_220","0.224","0.564","336.3244","None","None"
"document_1220","motif_84","0.158","0.554","336.3244","None","None"
"document_1220","motif_110","0.087","0.480","336.3244","None","None"
"document_1220","motif_137","0.086","0.634","336.3244","None","None"
"document_1221","motif_57","0.854","0.279","293.1484","None","None"
"document_1221","motif_1","0.093","0.208","293.1484","None","None"
"document_1222","motif_199","0.775","0.291","641.5796","None","None"
"document_1222","motif_143","0.108","0.097","641.5796","None","None"
"document_1223","motif_123","0.609","0.256","475.2944","None","None"
"document_1223","motif_180","0.194","0.357","475.2944","None","None"
"document_1223","motif_353","0.167","0.374","475.2944","None","None"
"document_1224","motif_193","0.482","0.298","255.2308","None","None"
"document_1224","motif_166","0.180","0.512","255.2308","None","None"
"document_1224","motif_228","0.137","0.176","255.2308","None","None"
