Document	Motif	Probability	Overlap Score	Precursor Mass	Retention Time	Document Annotation	Motif_consensus	Motif_2	Proba_2	Overl_2	Motif_3	Proba_3	Overl_3	Motif_4	Proba_4	Overl_4	Motif_5	Proba_5	Overl_5	Motif_6	Proba_6	Overl_6	Motif_7	Proba_7	Overl_7	Motif_8	Proba_8	Overl_8	Motif_9	Proba_9	Overl_9
636	M92	0.9440000000000001	0.265	373.3054	None	None	M92,M128	M128	0.055	0.249																					
637	M109	0.49	0.37799999999999995	340.3196	None	None	M109,M220,M246,M199	M220	0.271	0.6459999999999999	M246	0.086	0.33899999999999997	M199	0.055	0.29															
638	M206	0.946	0.02	324.2494	None	None	M206																								
639	M372	0.55	0.392	370.33	None	None	M372,M186,M202,M264	M186	0.08900000000000001	0.9009999999999999	M202	0.063	0.855	M264	0.061	0.408															
64	M300	0.5	0.09699999999999999	304.1738	None	None	M300,M81	M81	0.49700000000000005	0.068																					
640	M84	0.301	0.613	498.1741	None	None	M84,M220,M257,M110,M137	M220	0.239	0.583	M257	0.21	0.064	M110	0.08900000000000001	0.48200000000000004	M137	0.08800000000000001	0.643												
641	M142	0.693	0.588	198.1842	None	None	M142,M322,M324	M322	0.081	0.84	M324	0.059000000000000004	0.95																		
642	M348	0.903	0.109	509.3536	None	None	M348																								
643	M356	0.9079999999999999	0.625	610.6219	None	None	M356,M117	M117	0.086	0.649																					
644	M263	0.9690000000000001	0.113	247.177	None	None	M263																								
645	M354	0.845	0.741	347.3141	None	None	M354,M230	M230	0.109	0.809																					
646	M130	0.435	0.085	298.2723	None	None	M130,M34,M109,M220,M137	M34	0.139	0.184	M109	0.11199999999999999	0.152	M220	0.109	0.466	M137	0.071	0.687												
647	M118	0.44299999999999995	0.318	269.2096	None	None	M118,M150,M371,M110	M150	0.16	0.368	M371	0.10300000000000001	0.887	M110	0.1	0.615															
648	M18	0.759	0.095	259.1891	None	None	M18,M136	M136	0.08900000000000001	0.326																					
649	M175	0.609	0.025	406.2781	None	None	M175,M128	M128	0.35200000000000004	0.247																					
65	M360	1.0	0.34700000000000003	434.1673	None	None	M360																								
650	M329	0.63	0.585	982.7084	None	None	M329,M202,M255,M230	M202	0.243	0.37	M255	0.063	0.062	M230	0.051	0.76															
651	M318	0.9990000000000001	0.071	537.3846	None	None	M318																								
652	M150	0.281	0.414	255.1943	None	None	M150,M131,M110,M371,M98,M118	M131	0.19699999999999998	0.254	M110	0.102	0.685	M371	0.09	0.902	M98	0.08	0.21100000000000002	M118	0.07	0.111									
653	M142	0.6829999999999999	0.5710000000000001	198.1842	None	None	M142,M324	M324	0.07400000000000001	0.9570000000000001																					
654	M223	0.84	0.6609999999999999	225.1953	None	None	M223,M142	M142	0.055	0.114																					
655	M339	0.99	0.405	394.3276	None	None	M339																								
656	M375	0.929	0.012	236.1611	None	None	M375,M123	M123	0.07	0.135																					
657	M354	0.359	0.7440000000000001	350.3038	None	None	M354,M106,M230	M106	0.289	0.045	M230	0.13	0.772																		
658	M165	0.996	0.218	312.3242	None	None	M165																								
659	M63	0.7909999999999999	0.08199999999999999	279.2303	None	None	M63,M1	M1	0.15	0.302																					
66	M35	0.501	0.26899999999999996	272.1842	None	None	M35,M280,M47	M280	0.27699999999999997	0.511	M47	0.141	0.922																		
660	M102	0.9990000000000001	0.078	277.1761	None	None	M102																								
661	M290	0.315	0.44299999999999995	214.1792	None	None	M290,M342,M137,M301,M88,M237,M110	M342	0.233	0.447	M137	0.092	0.845	M301	0.084	0.659	M88	0.073	0.207	M237	0.062	0.774	M110	0.06	0.5						
662	M84	0.35200000000000004	0.634	386.3612	None	None	M84,M220,M109,M237,M96	M220	0.195	0.542	M109	0.099	0.185	M237	0.068	0.19399999999999998	M96	0.065	0.723												
663	M102	0.9229999999999999	0.069	435.3935	None	None	M102																								
664	M342	0.308	0.69	228.1949	None	None	M342,M29,M137,M110,M290	M29	0.196	0.58	M137	0.087	0.795	M110	0.07200000000000001	0.5920000000000001	M290	0.054000000000000006	0.321												
665	M388	0.561	0.42200000000000004	504.3578	None	None	M388,M239	M239	0.439	0.36200000000000004																					
666	M10	0.6	0.644	543.2317	None	None	M10,M49	M49	0.39899999999999997	0.015																					
667	M43	0.57	0.05	399.3564	None	None	M43,M231	M231	0.413	0.037000000000000005																					
668	M29	0.42200000000000004	0.125	508.324	None	None	M29,M42,M329,M95,M384,M202	M42	0.14300000000000002	0.175	M329	0.091	0.428	M95	0.075	0.242	M384	0.073	0.11800000000000001	M202	0.07	0.528									
669	M196	0.447	0.268	451.3873	None	None	M196,M10,M96,M237	M10	0.21100000000000002	0.737	M96	0.18600000000000003	0.7240000000000001	M237	0.075	0.735															
67	M202	0.39299999999999996	0.861	380.3357	None	None	M202,M334,M47,M15,M230,M354	M334	0.23800000000000002	0.42200000000000004	M47	0.115	0.9329999999999999	M15	0.102	0.373	M230	0.073	0.812	M354	0.061	0.308									
670	M342	0.5579999999999999	0.753	240.1947	None	None	M342,M137,M110	M137	0.136	0.8440000000000001	M110	0.063	0.462																		
671	M153	0.601	0.5	314.2671	None	None	M153,M378,M47	M378	0.124	0.687	M47	0.059000000000000004	0.907																		
672	M180	0.43700000000000006	0.052000000000000005	392.747	None	None	M180,M345,M329,M108,M202	M345	0.152	0.253	M329	0.129	0.392	M108	0.10300000000000001	0.42200000000000004	M202	0.096	0.537												
673	M356	0.831	0.627	610.6219	None	None	M356,M26,M117	M26	0.08900000000000001	0.547	M117	0.069	0.649																		
674	M181	0.8490000000000001	0.23800000000000002	194.1166	None	None	M181,M310	M310	0.149	0.257																					
675	M329	0.5329999999999999	0.449	1477.9225	None	None	M329,M202	M202	0.452	0.569																					
676	M26	0.9590000000000001	0.845	684.1999	None	None	M26																								
677	M211	0.72	0.759	708.5084	None	None	M211,M170,M117	M170	0.19899999999999998	0.46399999999999997	M117	0.081	0.649																		
678	M329	0.946	0.763	1610.0005	None	None	M329																								
679	M246	0.6779999999999999	0.647	280.2619	None	None	M246,M220,M110,M137	M220	0.068	0.251	M110	0.063	0.499	M137	0.061	0.6579999999999999															
68	M88	0.251	0.46	226.1793	None	None	M88,M342,M192,M110,M137,M223	M342	0.215	0.45899999999999996	M192	0.14400000000000002	0.6970000000000001	M110	0.094	0.5870000000000001	M137	0.077	0.764	M223	0.052000000000000005	0.541									
680	M329	0.977	0.79	1698.0529	None	None	M329																								
681	M191	0.2	0.08900000000000001	552.3497	None	None	M191,M108,M202,M95,M329,M384	M108	0.156	0.353	M202	0.146	0.5710000000000001	M95	0.1	0.23	M329	0.08800000000000001	0.28	M384	0.051	0.069									
682	M251	0.98	0.034	337.2334	None	None	M251																								
683	M271	0.5760000000000001	0.1	404.2178	None	None	M271,M33,M47	M33	0.256	0.431	M47	0.124	0.9229999999999999																		
684	M271	0.5579999999999999	0.098	432.2488	None	None	M271,M224,M117	M224	0.253	0.2	M117	0.14	0.649																		
685	M329	0.902	0.733	1786.1053	None	None	M329,M202	M202	0.09699999999999999	0.146																					
686	M211	0.595	0.828	680.4772	None	None	M211,M15,M284,M33	M15	0.18100000000000002	0.37200000000000005	M284	0.08800000000000001	0.38	M33	0.087	0.431															
687	M246	0.342	0.69	336.3241	None	None	M246,M220,M65,M110,M137,M47	M220	0.222	0.608	M65	0.11	0.29100000000000004	M110	0.076	0.478	M137	0.073	0.618	M47	0.053	0.9259999999999999									
688	M351	0.525	0.17	305.2781	None	None	M351,M285,M10	M285	0.37	0.33299999999999996	M10	0.065	0.644																		
689	M329	0.894	0.7290000000000001	1742.0791	None	None	M329,M202	M202	0.106	0.166																					
69	M129	0.616	0.48200000000000004	537.1466	None	None	M129,M26	M26	0.315	0.598																					
690	M378	0.337	0.547	175.1473	None	None	M378,M152,M346,M385,M110	M152	0.28300000000000003	0.618	M346	0.187	0.7809999999999999	M385	0.057	0.156	M110	0.055999999999999994	0.309												
691	M211	0.6409999999999999	0.828	663.4506	None	None	M211,M353,M180,M152	M353	0.195	0.374	M180	0.105	0.366	M152	0.059000000000000004	0.5589999999999999															
692	M216	0.929	0.03	338.2305	None	None	M216,M1	M1	0.071	0.16699999999999998																					
693	M64	0.455	0.28800000000000003	291.2626	None	None	M64,M290,M10	M290	0.376	0.157	M10	0.07200000000000001	0.747																		
694	M88	0.252	0.384	214.1792	None	None	M88,M342,M137,M290,M110	M342	0.248	0.389	M137	0.15	0.868	M290	0.142	0.426	M110	0.053	0.498												
695	M396	0.8240000000000001	0.669	980.729	None	None	M396,M7	M7	0.154	0.7190000000000001																					
696	M396	0.96	0.613	674.5022	None	None	M396																								
697	M342	0.529	0.782	242.2103	None	None	M342,M220,M137,M326	M220	0.207	0.622	M137	0.077	0.727	M326	0.062	0.129															
698	M21	0.8320000000000001	0.02	222.9601	None	None	M21,M315	M315	0.165	0.132																					
699	M10	0.951	0.773	491.4551	None	None	M10																								
7	M144	0.863	0.46799999999999997	182.9843	None	None	M144,M243	M243	0.126	0.309																					
70	M274	0.977	0.138	391.2505	None	None	M274																								
700	M14	0.855	0.42100000000000004	552.2617	None	None	M14,M7	M7	0.14300000000000002	0.718																					
701	M396	0.892	0.593	558.4188	None	None	M396																								
702	M91	0.51	0.055999999999999994	474.2886	None	None	M91,M202,M225,M198	M202	0.24	0.934	M225	0.10400000000000001	0.045	M198	0.1	0.515															
703	M226	0.368	0.046	270.2413	None	None	M226,M342,M34,M220,M143,M110,M96	M342	0.131	0.39799999999999996	M34	0.12300000000000001	0.17800000000000002	M220	0.07200000000000001	0.46299999999999997	M143	0.07	0.133	M110	0.059000000000000004	0.457	M96	0.05	0.722						
704	M356	0.871	0.625	610.6219	None	None	M356,M117	M117	0.09	0.649																					
705	M357	0.8740000000000001	0.018000000000000002	279.1325	None	None	M357,M199	M199	0.11699999999999999	0.162																					
706	M396	0.978	0.598	732.5435	None	None	M396																								
707	M76	0.5710000000000001	0.3	452.2758	None	None	M76,M345,M95,M329	M345	0.185	0.46399999999999997	M95	0.063	0.405	M329	0.057999999999999996	0.461															
708	M64	0.457	0.29100000000000004	305.2781	None	None	M64,M29	M29	0.38299999999999995	0.59																					
709	M120	0.9009999999999999	0.325	227.1745	None	None	M120,M371	M371	0.098	0.912																					
71	M239	0.713	0.413	694.4935	None	None	M239,M211	M211	0.28600000000000003	0.391																					
710	M26	0.5710000000000001	0.662	1074.3018	None	None	M26,M360,M316	M360	0.345	0.244	M316	0.076	0.282																		
711	M226	0.475	0.039	347.3254	None	None	M226,M64,M143	M64	0.361	0.27699999999999997	M143	0.075	0.10300000000000001																		
712	M249	0.733	0.15	368.2628	None	None	M249,M91	M91	0.21	0.22																					
713	M80	0.643	0.084	450.3187	None	None	M80,M1,M0,M137,M126	M1	0.127	0.3	M0	0.11599999999999999	0.79	M137	0.057999999999999996	0.912	M126	0.055999999999999994	0.552												
714	M329	0.732	0.5670000000000001	1372.844	None	None	M329,M202	M202	0.247	0.34299999999999997																					
715	M215	0.9079999999999999	0.067	252.1558	None	None	M215																								
716	M138	0.914	0.106	168.9658	None	None	M138,M144	M144	0.08	0.23800000000000002																					
717	M88	0.65	0.496	200.1635	None	None	M88,M137	M137	0.19899999999999998	0.9420000000000001																					
718	M356	0.988	0.625	565.5641	None	None	M356																								
719	M26	0.871	0.8220000000000001	1072.3024	None	None	M26,M316	M316	0.129	0.435																					
72	M26	0.5670000000000001	0.545	656.2229	None	None	M26,M360	M360	0.37200000000000005	0.079																					
720	M17	0.639	0.22	295.225	None	None	M17,M371,M137	M371	0.085	0.912	M137	0.062	0.8240000000000001																		
721	M117	0.504	0.769	273.2522	None	None	M117,M378,M29	M378	0.294	0.851	M29	0.131	0.575																		
722	M329	0.726	0.581	1328.818	None	None	M329,M202	M202	0.257	0.353																					
723	M291	0.9420000000000001	0.149	369.1234	None	None	M291																								
724	M261	0.695	0.17800000000000002	416.2836	None	None	M261,M202,M95	M202	0.17300000000000001	0.955	M95	0.067	0.35600000000000004																		
725	M193	0.33899999999999997	0.26	255.2418	None	None	M193,M223,M18,M228	M223	0.321	0.11900000000000001	M18	0.133	0.068	M228	0.114	0.182															
726	M9	0.851	0.128	239.2471	None	None	M9,M114	M114	0.11599999999999999	0.177																					
727	M120	0.903	0.302	225.1952	None	None	M120																								
728	M112	0.727	0.23	288.0495	None	None	M112,M371	M371	0.19899999999999998	0.912																					
729	M18	0.621	0.08199999999999999	509.4762	None	None	M18,M193	M193	0.265	0.251																					
73	M77	1.0	0.126	508.1859	None	None	M77																								
730	M49	0.795	0.29600000000000004	331.2152	None	None	M49,M383	M383	0.061	0.134																					
731	M82	0.877	0.131	198.1842	None	None	M82,M142	M142	0.10099999999999999	0.479																					
732	M233	0.892	0.215	227.1746	None	None	M233,M371	M371	0.10400000000000001	0.912																					
733	M350	0.615	0.266	356.169	None	None	M350,M378,M197,M220	M378	0.157	0.611	M197	0.079	0.517	M220	0.06	0.303															
734	M26	0.885	0.867	850.2474	None	None	M26,M316	M316	0.114	0.43799999999999994																					
735	M182	0.723	0.023	269.2573	None	None	M182,M114	M114	0.17600000000000002	0.193																					
736	M234	0.632	0.188	324.1428	None	None	M234,M197,M137	M197	0.29	0.511	M137	0.053	0.9490000000000001																		
737	M202	0.406	0.873	195.1218	None	None	M202,M353,M23,M354	M353	0.366	0.245	M23	0.114	0.21100000000000002	M354	0.068	0.314															
738	M322	0.98	0.836	513.1638	None	None	M322																								
739	M115	0.991	0.452	262.1278	None	None	M115																								
74	M107	0.526	0.255	163.1322	None	None	M107,M354,M23	M354	0.358	0.461	M23	0.065	0.159																		
740	M257	0.5589999999999999	0.124	292.1712	None	None	M257,M197,M123	M197	0.379	0.419	M123	0.057	0.09																		
741	M210	0.8759999999999999	0.136	209.2003	None	None	M210,M114	M114	0.059000000000000004	0.17600000000000002																					
742	M215	0.455	0.16	324.1974	None	None	M215,M141,M220,M197,M110	M141	0.155	0.303	M220	0.125	0.40700000000000003	M197	0.124	0.496	M110	0.092	0.591												
743	M350	0.8740000000000001	0.147	196.1686	None	None	M350,M144	M144	0.063	0.285																					
744	M112	0.98	0.19	270.0391	None	None	M112																								
745	M212	0.687	0.054000000000000006	199.1795	None	None	M212,M262,M114	M262	0.179	0.261	M114	0.051	0.177																		
746	M114	0.9940000000000001	0.027999999999999997	277.2233	None	None	M114																								
747	M242	0.49700000000000005	0.195	359.21	None	None	M242,M152	M152	0.47200000000000003	0.63																					
748	M246	0.304	0.645	336.3244	None	None	M246,M220,M84,M137,M110	M220	0.201	0.529	M84	0.17	0.5579999999999999	M137	0.08199999999999999	0.644	M110	0.07200000000000001	0.441												
749	M349	0.9990000000000001	0.075	300.9904	None	None	M349																								
75	M297	0.831	0.146	531.4054	None	None	M297,M230	M230	0.168	0.813																					
750	M202	0.447	0.914	239.1479	None	None	M202,M370,M353	M370	0.31	0.054000000000000006	M353	0.151	0.24600000000000002																		
751	M158	0.5670000000000001	0.095	328.1712	None	None	M158,M131,M110	M131	0.192	0.214	M110	0.10400000000000001	0.6409999999999999																		
752	M117	0.466	0.662	240.1795	None	None	M117,M334,M202	M334	0.266	0.35200000000000004	M202	0.198	0.855																		
753	M193	0.843	0.28300000000000003	271.2187	None	None	M193,M115,M262	M115	0.087	0.38299999999999995	M262	0.057999999999999996	0.204																		
754	M276	0.524	0.040999999999999995	183.0796	None	None	M276,M144,M308	M144	0.24	0.361	M308	0.235	0.409																		
755	M84	0.895	0.7020000000000001	479.3183	None	None	M84,M137	M137	0.057	0.7929999999999999																					
756	M84	0.46	0.672	481.316	None	None	M84,M268,M220,M137	M268	0.37200000000000005	0.062	M220	0.07400000000000001	0.292	M137	0.059000000000000004	0.7709999999999999															
757	M77	0.96	0.39299999999999996	305.1631	None	None	M77																								
758	M385	0.361	0.039	182.9016	None	None	M385,M144,M181	M144	0.312	0.371	M181	0.292	0.154																		
759	M115	0.9470000000000001	0.45299999999999996	320.1689	None	None	M115																								
76	M233	0.49200000000000005	0.073	267.1705	None	None	M233,M353	M353	0.452	0.376																					
760	M193	0.9790000000000001	0.34600000000000003	256.2393	None	None	M193																								
761	M335	0.9990000000000001	0.043	217.1038	None	None	M335																								
762	M315	0.831	0.05	297.234	None	None	M315,M114	M114	0.085	0.179																					
763	M337	0.64	0.7709999999999999	377.2206	None	None	M337,M322,M113	M322	0.174	0.7909999999999999	M113	0.10400000000000001	0.21																		
764	M129	0.828	0.022000000000000002	263.1563	None	None	M129,M152	M152	0.11800000000000001	0.56																					
765	M335	0.37200000000000005	0.332	284.2053	None	None	M335,M117,M202	M117	0.366	0.693	M202	0.23199999999999998	0.919																		
766	M264	0.37799999999999995	0.516	384.3455	None	None	M264,M220,M237,M137,M96,M29	M220	0.141	0.614	M237	0.11800000000000001	0.79	M137	0.069	0.7090000000000001	M96	0.062	0.722	M29	0.061	0.591									
